"Bill_id","History_date","History_description","History_refid"
"SB417","03/04/16","H Read second time",""
"SB417","03/07/16","H Read third time",""
"SB417","03/07/16","H Passed House (82-Y 14-N)",""
"SB417","03/07/16","H VOTE: PASSAGE (82-Y 14-N)","HV1213"
"SB417","03/08/16","S Enrolled",""
"SB417","03/08/16","S Bill text as passed Senate and House (SB417ER)",""
"SB417","03/08/16","S Impact statement from DPB (SB417ER)",""
"SB417","03/08/16","H Signed by Speaker",""
"SB417","03/10/16","S Signed by President",""
"SB417","03/11/16","S Enrolled Bill Communicated to Governor on 3/11/16",""
"SB417","03/11/16","G Governor's Action Deadline Midnight, Sunday, April 10, 2016",""
"SB418","01/12/16","S Prefiled and ordered printed; offered 01/13/16 16103929D",""
"SB418","01/12/16","S Referred to Committee on General Laws and Technology",""
"SB418","02/01/16","S Impact statement from DPB (SB418)",""
"SB418","02/01/16","S Reported from General Laws and Technology (13-Y 2-N)","S12V0043"
"SB418","02/03/16","S Constitutional reading dispensed (40-Y 0-N)","SV0187"
"SB418","02/04/16","S Read second time and engrossed",""
"SB418","02/05/16","S Read third time and passed Senate (34-Y 5-N)","SV0211"
"SB418","02/11/16","H Placed on Calendar",""
"SB418","02/11/16","H Read first time",""
"SB418","02/11/16","H Referred to Committee on General Laws",""
"SB418","02/25/16","H Assigned GL sub: Subcommittee #2",""
"SB418","02/25/16","H Subcommittee recommends reporting with amendment(s) (7-Y 0-N)","H1102V0060"
"SB418","03/01/16","H Reported from General Laws with amendment (21-Y 0-N)","H11V0237"
"SB418","03/03/16","H Read second time",""
"SB418","03/04/16","H Read third time",""
"SB418","03/04/16","H Committee amendment agreed to",""
"SB418","03/04/16","H Engrossed by House as amended",""
"SB418","03/04/16","H Passed House with amendment BLOCK VOTE (98-Y 0-N)",""
"SB418","03/04/16","H VOTE: BLOCK VOTE PASSAGE (98-Y 0-N)","HV1164"
"SB418","03/08/16","S Passed by for the day",""
"SB418","03/09/16","S Passed by for the day",""
"SB418","03/10/16","S Passed by temporarily",""
"SB418","03/10/16","S House amendment agreed to by Senate (23-Y 16-N)","SV1016"
"SB418","03/11/16","S Enrolled",""
"SB418","03/11/16","S Bill text as passed Senate and House (SB418ER)",""
"SB418","03/11/16","S Impact statement from DPB (SB418ER)",""
"SB418","03/11/16","S Signed by President",""
"SB418","03/11/16","H Signed by Speaker",""
"SB418","03/16/16","S Enrolled Bill Communicated to Governor on 3/16/16",""
"SB418","03/16/16","G Governor's Action Deadline Midnight, Sunday, April 10, 2016",""
"SB419","01/12/16","S Prefiled and ordered printed; offered 01/13/16 16101836D",""
"SB419","01/12/16","S Referred to Committee on Rehabilitation and Social Services",""
"SB419","01/14/16","S Impact statement from VCSC (SB419)",""
"SB419","01/21/16","S Impact statement from DPB (SB419)",""
"SB419","01/21/16","S Reported from Rehabilitation and Social Services (15-Y 0-N)","S09V0012"
"SB419","01/21/16","S Rereferred to Courts of Justice",""
"SB419","01/27/16","S Committee substitute printed 16104853D-S1",""
"SB419","01/27/16","S Reported from Courts of Justice with substitute (14-Y 0-N)","S03V0111"
"SB419","01/27/16","S Rereferred to Finance",""
"SB419","01/29/16","S Impact statement from VCSC (SB419S1)",""
"SB419","02/04/16","S Impact statement from DPB (SB419S1)",""
"SB419","02/16/16","S Continued to 2017 in Finance (14-Y 0-N)","S05V0159"
"SB420","01/12/16","S Prefiled and ordered printed; offered 01/13/16 16100355D",""
"SB420","01/12/16","S Referred to Committee on Privileges and Elections",""
"SB420","01/18/16","S Impact statement from DPB (SB420)",""
"SB420","01/19/16","S Reported from Privileges and Elections (9-Y 4-N)","S08V0006"
"SB420","01/21/16","S Constitutional reading dispensed (39-Y 0-N)","SV0058"
"SB420","01/25/16","S Read second time and engrossed",""
"SB420","01/26/16","S Read third time and passed Senate (26-Y 14-N)","SV0083"
"SB420","02/03/16","H Placed on Calendar",""
"SB420","02/03/16","H Read first time",""
"SB420","02/03/16","H Referred to Committee on Privileges and Elections",""
"SB420","02/08/16","H Assigned P & E sub: Elections",""
"SB420","02/16/16","H Subcommittee recommends reporting (6-Y 1-N)","H1804V0042"
"SB420","02/26/16","H Reported from Privileges and Elections (21-Y 1-N)","H18V0095"
"SB420","02/29/16","H Read second time",""
"SB420","03/01/16","H Passed by for the day",""
"SB420","03/02/16","H Read third time",""
"SB420","03/02/16","H Passed House (85-Y 14-N)",""
"SB420","03/02/16","H VOTE: PASSAGE (85-Y 14-N)","HV1091"
"SB420","03/03/16","S Enrolled",""
"SB420","03/03/16","S Bill text as passed Senate and House (SB420ER)",""
"SB420","03/03/16","S Impact statement from DPB (SB420ER)",""
"SB420","03/03/16","H Signed by Speaker",""
"SB420","03/06/16","S Signed by President",""
"SB420","03/07/16","S Enrolled Bill Communicated to Governor on 3/7/2016",""
"SB420","03/07/16","G Governor's Action Deadline Midnight, Sunday, April 10, 2016",""
"SB421","01/12/16","S Prefiled and ordered printed; offered 01/13/16 16101427D",""
"SB421","01/12/16","S Referred to Committee for Courts of Justice",""
"SB421","02/03/16","S Incorporated by Courts of Justice (SB358-McDougle) (15-Y 0-N)","S03V0184"
"SB422","01/12/16","S Prefiled and ordered printed; offered 01/13/16 16101917D",""
"SB422","01/12/16","S Referred to Committee on Finance",""
"SB422","01/23/16","S Impact statement from TAX (SB422)",""
"SB422","02/10/16","S Reported from Finance with amendment (14-Y 0-N)","S05V0119"
"SB422","02/11/16","S Constitutional reading dispensed (40-Y 0-N)","SV0336"
"SB422","02/12/16","S Read second time",""
"SB422","02/12/16","S Reading of amendment waived",""
"SB422","02/12/16","S Committee amendment agreed to",""
"SB422","02/12/16","S Engrossed by Senate as amended SB422E",""
"SB422","02/12/16","S Constitutional reading dispensed (39-Y 0-N)","SV0353"
"SB422","02/12/16","S Passed Senate (37-Y 0-N)","SV0357"
"SB422","02/12/16","S Reconsideration of passage agreed to by Senate (39-Y 0-N)","SV0358"
"SB422","02/12/16","S Passed Senate (38-Y 0-N)","SV0359"
"SB422","02/12/16","S Printed as engrossed 16101917D-E",""
"SB422","02/17/16","H Placed on Calendar",""
"SB422","02/17/16","H Read first time",""
"SB422","02/17/16","H Referred to Committee on Finance",""
"SB422","02/26/16","S Impact statement from TAX (SB422E)",""
"SB422","03/08/16","H Left in Finance","H10V0161"
"SB423","01/12/16","S Prefiled and ordered printed; offered 01/13/16 16102898D",""
"SB423","01/12/16","S Referred to Committee for Courts of Justice",""
"SB423","01/18/16","S Reported from Courts of Justice (15-Y 0-N)","S03V0030"
"SB423","01/19/16","S Constitutional reading dispensed (40-Y 0-N)","SV0028"
"SB423","01/20/16","S Read second time and engrossed",""
"SB423","01/21/16","S Read third time and passed Senate (38-Y 0-N)","SV0054"
"SB423","01/25/16","S Impact statement from DPB (SB423)",""
"SB423","02/03/16","H Placed on Calendar",""
"SB423","02/03/16","H Read first time",""
"SB423","02/03/16","H Referred to Committee for Courts of Justice",""
"SB423","02/19/16","H Assigned Courts sub: Criminal Law",""
"SB423","02/22/16","H Subcommittee recommends reporting with amendment(s) (10-Y 0-N)","H0801V0243"
"SB423","02/24/16","H Reported from Courts of Justice with amendments (22-Y 0-N)","H08V0398"
"SB423","02/25/16","H Read second time",""
"SB423","02/26/16","H Read third time",""
"SB423","02/26/16","H Committee amendments agreed to",""
"SB423","02/26/16","H Engrossed by House as amended",""
"SB423","02/26/16","H Passed House with amendments BLOCK VOTE (97-Y 0-N)",""
"SB423","02/26/16","H VOTE: BLOCK VOTE PASSAGE (97-Y 0-N)","HV0991"
"SB423","03/01/16","S House amendments agreed to by Senate (39-Y 0-N)","SV0738"
"SB423","03/02/16","S Enrolled",""
"SB423","03/02/16","S Bill text as passed Senate and House (SB423ER)",""
"SB423","03/02/16","H Signed by Speaker",""
"SB423","03/03/16","S Impact statement from DPB (SB423ER)",""
"SB423","03/05/16","S Signed by President",""
"SB423","03/07/16","S Enrolled Bill Communicated to Governor on 3/7/2016",""
"SB423","03/07/16","G Governor's Action Deadline Midnight, Sunday, April 10, 2016",""
"SB423","03/11/16","G Approved by Governor-Chapter 423 (effective 7/1/16)",""
"SB424","01/12/16","S Prefiled and ordered printed; offered 01/13/16 16103924D",""
"SB424","01/12/16","S Referred to Committee for Courts of Justice",""
"SB424","01/18/16","S Reported from Courts of Justice with amendments (14-Y 1-N)","S03V0031"
"SB424","01/18/16","S Impact statement from DPB (SB424)",""
"SB424","01/19/16","S Constitutional reading dispensed (40-Y 0-N)","SV0028"
"SB424","01/20/16","S Read second time",""
"SB424","01/20/16","S Reading of amendments waived",""
"SB424","01/20/16","S Committee amendments agreed to",""
"SB424","01/20/16","S Engrossed by Senate as amended SB424E",""
"SB424","01/20/16","S Printed as engrossed 16103924D-E",""
"SB424","01/21/16","S Read third time and passed Senate (39-Y 0-N)","SV0057"
"SB424","01/26/16","S Impact statement from DPB (SB424E)",""
"SB424","02/03/16","H Placed on Calendar",""
"SB424","02/03/16","H Read first time",""
"SB424","02/03/16","H Referred to Committee on Militia, Police and Public Safety",""
"SB424","02/12/16","H Assigned MPPS sub: #1",""
"SB424","02/18/16","H Subcommittee recommends reporting with amendment(s) (5-Y 0-N)","H1501V0044"
"SB424","02/19/16","H Reported from Militia, Police and Public Safety with substitute (22-Y 0-N)","H15V0080"
"SB424","02/19/16","H Committee substitute printed 16105611D-H1",""
"SB424","02/19/16","S Impact statement from DPB (SB424H1)",""
"SB424","02/22/16","H Read second time",""
"SB424","02/23/16","H Read third time",""
"SB424","02/23/16","H Committee substitute agreed to 16105611D-H1",""
"SB424","02/23/16","H Engrossed by House - committee substitute SB424H1",""
"SB424","02/23/16","H Passed House with substitute BLOCK VOTE (98-Y 0-N)",""
"SB424","02/23/16","H VOTE: BLOCK VOTE PASSAGE (98-Y 0-N)","HV0807"
"SB424","02/23/16","H Reconsideration of House passage agreed to by House",""
"SB424","02/23/16","H Passed House with substitute BLOCK VOTE (100-Y 0-N)",""
"SB424","02/23/16","H VOTE: BLOCK VOTE PASSAGE #2 (100-Y 0-N)","HV0829"
"SB424","02/25/16","S House substitute agreed to by Senate (40-Y 0-N)","SV0607"
"SB424","02/25/16","S Title replaced 16105611D-H1",""
"SB424","02/26/16","S Enrolled",""
"SB424","02/26/16","S Bill text as passed Senate and House (SB424ER)",""
"SB424","02/26/16","H Signed by Speaker",""
"SB424","02/29/16","S Signed by President",""
"SB424","03/01/16","S Enrolled Bill Communicated to Governor on 3/1/16",""
"SB424","03/01/16","G Governor's Action Deadline Midnight, March 8, 2016",""
"SB424","03/01/16","S Impact statement from DPB (SB424ER)",""
"SB424","03/07/16","G Approved by Governor-Chapter 256 (effective 7/1/17)",""
"SB424","03/07/16","G Acts of Assembly Chapter text (CHAP0256)",""
"SB425","01/12/16","S Prefiled and ordered printed; offered 01/13/16 16101853D",""
"SB425","01/12/16","S Referred to Committee on Education and Health",""
"SB425","01/21/16","S Reported from Education and Health (15-Y 0-N)","S04V0016"
"SB425","01/25/16","S Constitutional reading dispensed (39-Y 0-N)","SV0072"
"SB425","01/26/16","S Read second time and engrossed",""
"SB425","01/27/16","S Read third time and passed Senate (40-Y 0-N)","SV0090"
"SB425","02/03/16","H Placed on Calendar",""
"SB425","02/03/16","H Read first time",""
"SB425","02/03/16","H Referred to Committee for Courts of Justice",""
"SB425","02/19/16","H Referred from Courts of Justice","H08V0369"
"SB425","02/19/16","H Referred to Committee on Education",""
"SB425","02/24/16","H Reported from Education with amendment (22-Y 0-N)","H09V0162"
"SB425","02/25/16","H Read second time",""
"SB425","02/26/16","H Read third time",""
"SB425","02/26/16","H Committee amendment agreed to",""
"SB425","02/26/16","H Engrossed by House as amended",""
"SB425","02/26/16","H Passed House with amendment BLOCK VOTE (97-Y 0-N)",""
"SB425","02/26/16","H VOTE: BLOCK VOTE PASSAGE (97-Y 0-N)","HV0992"
"SB425","03/01/16","S House amendment agreed to by Senate (39-Y 0-N)","SV0739"
"SB425","03/02/16","S Enrolled",""
"SB425","03/02/16","S Bill text as passed Senate and House (SB425ER)",""
"SB425","03/02/16","H Signed by Speaker",""
"SB425","03/03/16","S Impact statement from DPB (SB425ER)",""
"SB425","03/05/16","S Signed by President",""
"SB425","03/07/16","S Enrolled Bill Communicated to Governor on 3/7/2016",""
"SB425","03/07/16","G Governor's Action Deadline Midnight, Sunday, April 10, 2016",""
"SB425","03/29/16","G Approved by Governor-Chapter 573 (effective 7/1/16)",""
"SB426","01/12/16","S Prefiled and ordered printed; offered 01/13/16 16100552D",""
"SB426","01/12/16","S Referred to Committee on Local Government",""
"SB426","02/02/16","S Impact statement from DPB (SB426)",""
"SB426","02/02/16","S Passed by indefinitely in Local Government with letter (13-Y 0-N)","S07V0026"
"SB427","01/12/16","S Prefiled and ordered printed; offered 01/13/16 16101535D",""
"SB427","01/12/16","S Referred to Committee on Education and Health",""
"SB427","01/21/16","S Assigned Education sub: Public Education",""
"SB427","02/04/16","S Impact statement from DOE/COO (SB427)",""
"SB427","02/04/16","S Reported from Education and Health with amendment (14-Y 0-N)","S04V0077"
"SB427","02/05/16","S Constitutional reading dispensed (39-Y 0-N)","SV0219"
"SB427","02/08/16","S Read second time",""
"SB427","02/08/16","S Reading of amendment waived",""
"SB427","02/08/16","S Committee amendment agreed to",""
"SB427","02/08/16","S Engrossed by Senate as amended SB427E",""
"SB427","02/08/16","S Printed as engrossed 16101535D-E",""
"SB427","02/09/16","S Read third time and passed Senate (40-Y 0-N)","SV0254"
"SB427","02/11/16","H Placed on Calendar",""
"SB427","02/11/16","H Read first time",""
"SB427","02/11/16","H Referred to Committee on Education",""
"SB427","02/15/16","H Assigned Education sub: Education Innovation",""
"SB427","02/18/16","S Impact statement from DPB (SB427E)",""
"SB427","02/23/16","H Subcommittee recommends reporting with amendment(s) (9-Y 0-N)","H0903V0048"
"SB427","02/24/16","H Reported from Education with amendments (20-Y 2-N)","H09V0160"
"SB427","02/25/16","H Read second time",""
"SB427","02/26/16","H Read third time",""
"SB427","02/26/16","H Committee amendments agreed to",""
"SB427","02/26/16","H Engrossed by House as amended",""
"SB427","02/26/16","H Passed House with amendments (91-Y 6-N)",""
"SB427","02/26/16","H VOTE: PASSAGE (91-Y 6-N)","HV1003"
"SB427","03/01/16","S House amendments agreed to by Senate (35-Y 3-N)","SV0740"
"SB427","03/02/16","S Enrolled",""
"SB427","03/02/16","S Bill text as passed Senate and House (SB427ER)",""
"SB427","03/02/16","H Signed by Speaker",""
"SB427","03/03/16","S Impact statement from DPB (SB427ER)",""
"SB427","03/05/16","S Signed by President",""
"SB427","03/07/16","S Enrolled Bill Communicated to Governor on 3/7/2016",""
"SB427","03/07/16","G Governor's Action Deadline Midnight, Sunday, April 10, 2016",""
"SB427","03/11/16","G Approved by Governor-Chapter 387 (effective 7/1/16)",""
"SB428","01/12/16","S Prefiled and ordered printed; offered 01/13/16 16101538D",""
"SB428","01/12/16","S Referred to Committee on Education and Health",""
"SB428","01/21/16","S Assigned Education sub: Public Education",""
"SB428","02/05/16","S Impact statement from DOE/COO (SB428)",""
"SB428","02/11/16","S Continued to 2017 in Education and Health (15-Y 0-N)","S04V0109"
"SB429","01/12/16","S Prefiled and ordered printed; offered 01/13/16 16102071D",""
"SB429","01/12/16","S Referred to Committee on General Laws and Technology",""
"SB429","01/25/16","S Reported from General Laws and Technology (13-Y 0-N 1-A)","S12V0031"
"SB429","01/25/16","S Rereferred to Finance",""
"SB429","01/29/16","S Impact statement from DPB (SB429)",""
"SB429","02/10/16","S Continued to 2017 in Finance (14-Y 0-N)","S05V0120"
"SB430","01/12/16","S Prefiled and ordered printed; offered 01/13/16 16103243D",""
"SB430","01/12/16","S Referred to Committee for Courts of Justice",""
"SB430","01/14/16","S Impact statement from VCSC (SB430)",""
"SB430","01/27/16","S Stricken at the request of Patron in Courts of Justice (13-Y 0-N)","S03V0089"
"SB431","01/12/16","S Prefiled and ordered printed; offered 01/13/16 16102120D",""
"SB431","01/12/16","S Referred to Committee on Transportation",""
"SB431","01/21/16","S Assigned Trans sub: Tolling",""
"SB431","02/10/16","S Committee substitute printed to Web only 16105413D-S1",""
"SB431","02/10/16","S Passed by indefinitely in Transportation with letter (13-Y 0-N)","S11V0064"
"SB431","02/10/16","S Incorporates SB257",""
"SB432","01/12/16","S Prefiled and ordered printed; offered 01/13/16 16103936D",""
"SB432","01/12/16","S Referred to Committee on Education and Health",""
"SB432","01/28/16","S Passed by indefinitely in Education and Health (8-Y 5-N)","S04V0041"
"SB433","01/12/16","S Prefiled and ordered printed; offered 01/13/16 16101539D",""
"SB433","01/12/16","S Referred to Committee on Rehabilitation and Social Services",""
"SB433","01/28/16","S Impact statement from DPB (SB433)",""
"SB433","01/29/16","S Reported from Rehabilitation and Social Services (14-Y 0-N)","S09V0023"
"SB433","01/29/16","S Rereferred to Finance",""
"SB433","02/10/16","S Reported from Finance with amendment (15-Y 0-N)","S05V0121"
"SB433","02/11/16","S Constitutional reading dispensed (40-Y 0-N)","SV0336"
"SB433","02/12/16","S Read second time",""
"SB433","02/12/16","S Reading of amendment waived",""
"SB433","02/12/16","S Committee amendment agreed to",""
"SB433","02/12/16","S Engrossed by Senate as amended SB433E",""
"SB433","02/12/16","S Constitutional reading dispensed (39-Y 0-N)","SV0353"
"SB433","02/12/16","S Passed Senate (39-Y 0-N)","SV0354"
"SB433","02/12/16","S Printed as engrossed 16101539D-E",""
"SB433","02/17/16","H Placed on Calendar",""
"SB433","02/17/16","H Read first time",""
"SB433","02/17/16","H Referred to Committee on Health, Welfare and Institutions",""
"SB433","02/17/16","H Assigned HWI sub: Subcommittee #2",""
"SB433","02/18/16","H Subcommittee recommends reporting (9-Y 0-N)","H1202V0034"
"SB433","02/21/16","S Impact statement from DPB (SB433E)",""
"SB433","02/23/16","H Reported from Health, Welfare and Institutions with substitute (22-Y 0-N)","H12V0158"
"SB433","02/23/16","H Committee substitute printed 16105763D-H1",""
"SB433","02/23/16","H Referred to Committee on Appropriations",""
"SB433","02/23/16","H Assigned App. sub: Health & Human Resources",""
"SB433","02/25/16","S Impact statement from DPB (SB433H1)",""
"SB433","03/01/16","H Subcommittee recommends laying on the table","H0206V0021"
"SB433","03/08/16","H Left in Appropriations","H02V0155"
"SB434","01/12/16","S Prefiled and ordered printed; offered 01/13/16 16103895D",""
"SB434","01/12/16","S Referred to Committee on Transportation",""
"SB434","01/20/16","S Reported from Transportation with amendments (12-Y 0-N)","S11V0019"
"SB434","01/25/16","S Constitutional reading dispensed (39-Y 0-N)","SV0072"
"SB434","01/26/16","S Read second time",""
"SB434","01/26/16","S Reading of amendments waived",""
"SB434","01/26/16","S Committee amendments agreed to",""
"SB434","01/26/16","S Engrossed by Senate as amended SB434E",""
"SB434","01/26/16","S Printed as engrossed 16103895D-E",""
"SB434","01/27/16","S Read third time and passed Senate (40-Y 0-N)","SV0090"
"SB434","02/01/16","S Impact statement from DPB (SB434E)",""
"SB434","02/03/16","H Placed on Calendar",""
"SB434","02/03/16","H Read first time",""
"SB434","02/03/16","H Referred to Committee on Transportation",""
"SB434","02/19/16","H Assigned Transportation sub: Subcommittee #2",""
"SB434","02/22/16","H Subcommittee recommends reporting (7-Y 0-N)","H1902V0043"
"SB434","02/25/16","H Reported from Transportation (22-Y 0-N)","H19V0216"
"SB434","02/26/16","H Read second time",""
"SB434","02/29/16","H Read third time",""
"SB434","02/29/16","H Passed House BLOCK VOTE (99-Y 0-N)",""
"SB434","02/29/16","H VOTE: BLOCK VOTE PASSAGE (99-Y 0-N)","HV1025"
"SB434","03/01/16","S Enrolled",""
"SB434","03/01/16","S Bill text as passed Senate and House (SB434ER)",""
"SB434","03/01/16","S Impact statement from DPB (SB434ER)",""
"SB434","03/01/16","H Signed by Speaker",""
"SB434","03/04/16","S Signed by President",""
"SB434","03/07/16","S Enrolled Bill Communicated to Governor on 3/7/2016",""
"SB434","03/07/16","G Governor's Action Deadline Midnight, Sunday, April 10, 2016",""
"SB434","03/29/16","G Approved by Governor-Chapter 537 (effective - see bill)",""
"SB435","01/12/16","S Prefiled and ordered printed; offered 01/13/16 16100356D",""
"SB435","01/12/16","S Referred to Committee on Rehabilitation and Social Services",""
"SB435","01/28/16","S Impact statement from DPB (SB435)",""
"SB435","01/29/16","S Reported from Rehabilitation and Social Services (11-Y 1-N 2-A)","S09V0024"
"SB435","01/29/16","S Rereferred to Finance",""
"SB435","02/10/16","S Passed by indefinitely in Finance (15-Y 0-N)","S05V0122"
"SB436","01/12/16","S Prefiled and ordered printed; offered 01/13/16 16101846D",""
"SB436","01/12/16","S Referred to Committee on Rehabilitation and Social Services",""
"SB436","01/28/16","S Impact statement from DPB (SB436)",""
"SB436","01/29/16","S Reported from Rehabilitation and Social Services (14-Y 0-N)","S09V0025"
"SB436","01/29/16","S Rereferred to Finance",""
"SB436","02/10/16","S Reported from Finance (15-Y 0-N)","S05V0123"
"SB436","02/11/16","S Constitutional reading dispensed (40-Y 0-N)","SV0336"
"SB436","02/12/16","S Read second time and engrossed",""
"SB436","02/12/16","S Constitutional reading dispensed (39-Y 0-N)","SV0353"
"SB436","02/12/16","S Passed Senate (39-Y 0-N)","SV0354"
"SB436","02/17/16","H Placed on Calendar",""
"SB436","02/17/16","H Read first time",""
"SB436","02/17/16","H Referred to Committee on Health, Welfare and Institutions",""
"SB436","02/18/16","H Reported from Health, Welfare and Institutions (21-Y 0-N)","H12V0138"
"SB436","02/18/16","H Referred to Committee on Appropriations",""
"SB436","02/22/16","H Assigned App. sub: Health & Human Resources",""
"SB436","03/01/16","H Subcommittee recommends laying on the table","H0206V0022"
"SB436","03/08/16","H Left in Appropriations","H02V0156"
"SB437","01/12/16","S Prefiled and ordered printed; offered 01/13/16 16101363D",""
"SB437","01/12/16","S Referred to Committee on Education and Health",""
"SB437","01/21/16","S Assigned Education sub: Health Professions",""
"SB437","01/28/16","S Reported from Education and Health with substitute (15-Y 0-N)","S04V0042"
"SB437","01/28/16","S Committee substitute printed 16104837D-S1",""
"SB437","01/28/16","S Incorporates SB622",""
"SB437","01/29/16","S Constitutional reading dispensed (36-Y 0-N)","SV0135"
"SB437","02/01/16","S Impact statement from DPB (SB437S1)",""
"SB437","02/01/16","S Read second time",""
"SB437","02/01/16","S Reading of substitute waived",""
"SB437","02/01/16","S Committee substitute agreed to 16104837D-S1",""
"SB437","02/01/16","S Engrossed by Senate - committee substitute SB437S1",""
"SB437","02/02/16","S Read third time and passed Senate (39-Y 0-N)","SV0158"
"SB437","02/05/16","H Placed on Calendar",""
"SB437","02/05/16","H Read first time",""
"SB437","02/05/16","H Referred to Committee on Health, Welfare and Institutions",""
"SB437","02/18/16","H Reported from Health, Welfare and Institutions (21-Y 0-N)","H12V0150"
"SB437","02/19/16","H Read second time",""
"SB437","02/22/16","H Read third time",""
"SB437","02/22/16","H Passed House BLOCK VOTE (100-Y 0-N)",""
"SB437","02/22/16","H VOTE: BLOCK VOTE PASSAGE (100-Y 0-N)","HV0757"
"SB437","02/23/16","S Enrolled",""
"SB437","02/23/16","S Bill text as passed Senate and House (SB437ER)",""
"SB437","02/23/16","S Signed by President",""
"SB437","02/23/16","H Signed by Speaker",""
"SB437","02/23/16","S Enrolled Bill Communicated to Governor on 2/23/16",""
"SB437","02/23/16","G Governor's Action Deadline Midnight, March 1, 2016",""
"SB437","02/26/16","S Impact statement from DPB (SB437ER)",""
"SB437","03/01/16","G Approved by Governor-Chapter 212 (effective 7/1/16)",""
"SB437","03/01/16","G Acts of Assembly Chapter text (CHAP0212)",""
"SB438","01/12/16","S Prefiled and ordered printed; offered 01/13/16 16102473D",""
"SB438","01/12/16","S Referred to Committee on Education and Health",""
"SB438","01/21/16","S Impact statement from DPB (SB438)",""
"SB438","01/25/16","S Assigned Education sub: Higher Education",""
"SB438","02/04/16","S Reported from Education and Health with amendment (13-Y 1-N)","S04V0078"
"SB438","02/05/16","S Constitutional reading dispensed (39-Y 0-N)","SV0219"
"SB438","02/08/16","S Read second time",""
"SB438","02/08/16","S Reading of amendment waived",""
"SB438","02/08/16","S Committee amendment agreed to",""
"SB438","02/08/16","S Engrossed by Senate as amended SB438E",""
"SB438","02/08/16","S Printed as engrossed 16102473D-E",""
"SB438","02/09/16","S Read third time and passed Senate (28-Y 12-N)","SV0279"
"SB438","02/11/16","H Placed on Calendar",""
"SB438","02/11/16","H Read first time",""
"SB438","02/11/16","H Referred to Committee on Education",""
"SB438","02/15/16","H Assigned Education sub: Higher Education",""
"SB438","02/17/16","S Impact statement from DPB (SB438E)",""
"SB438","02/23/16","H Subcommittee recommends reporting (9-Y 0-N)","H0902V0033"
"SB438","02/29/16","H Reported from Education (22-Y 0-N)","H09V0170"
"SB438","03/01/16","H Read second time",""
"SB438","03/02/16","H Read third time",""
"SB438","03/02/16","H Passed by for the day",""
"SB438","03/03/16","H Motion to refer to committee agreed to",""
"SB438","03/03/16","H Referred to Committee for Courts of Justice",""
"SB438","03/07/16","H Reported from Courts of Justice with substitute (21-Y 0-N)","H08V0425"
"SB438","03/07/16","H Committee substitute printed 16106069D-H1",""
"SB438","03/08/16","S Impact statement from DPB (SB438H1)",""
"SB438","03/09/16","H Read second time",""
"SB438","03/10/16","H Read third time",""
"SB438","03/10/16","H Committee substitute agreed to 16106069D-H1",""
"SB438","03/10/16","H Engrossed by House - committee substitute SB438H1",""
"SB438","03/10/16","H Passed House with substitute BLOCK VOTE (97-Y 0-N)",""
"SB438","03/10/16","H VOTE: BLOCK VOTE PASSAGE (97-Y 0-N)","HV1310"
"SB438","03/10/16","S House substitute agreed to by Senate (34-Y 5-N)","SV1024"
"SB438","03/10/16","S Reconsideration of House substitute agreed to by Senate (39-Y 0-N)","SV1027"
"SB438","03/10/16","S House substitute agreed to by Senate (29-Y 9-N 1-A)","SV1028"
"SB438","03/10/16","S Title replaced 16106069D-H1",""
"SB438","03/11/16","S Enrolled",""
"SB438","03/11/16","S Bill text as passed Senate and House (SB438ER)",""
"SB438","03/11/16","S Signed by President",""
"SB438","03/11/16","H Signed by Speaker",""
"SB438","03/15/16","S Impact statement from DPB (SB438ER)",""
"SB438","03/16/16","S Enrolled Bill Communicated to Governor on 3/16/16",""
"SB438","03/16/16","G Governor's Action Deadline Midnight, Sunday, April 10, 2016",""
"SB439","01/12/16","S Prefiled and ordered printed; offered 01/13/16 16101744D",""
"SB439","01/12/16","S Referred to Committee on Privileges and Elections",""
"SB439","02/02/16","S Impact statement from DPB (SB439)",""
"SB439","02/02/16","S Continued to 2017 in Privileges and Elections (13-Y 0-N)","S08V0046"
"SB440","01/12/16","S Prefiled and ordered printed; offered 01/13/16 16103159D",""
"SB440","01/12/16","S Referred to Committee on Education and Health",""
"SB440","01/25/16","S Assigned Education sub: Higher Education",""
"SB440","01/26/16","S Impact statement from DPB (SB440)",""
"SB440","01/28/16","S Reported from Education and Health (14-Y 0-N 1-A)","S04V0043"
"SB440","01/28/16","S Rereferred to Finance",""
"SB440","02/09/16","S Reported from Finance (15-Y 0-N)","S05V0081"
"SB440","02/10/16","S Constitutional reading dispensed (40-Y 0-N)","SV0313"
"SB440","02/11/16","S Read second time and engrossed",""
"SB440","02/12/16","S Read third time and passed Senate (39-Y 0-N)","SV0348"
"SB440","02/17/16","H Placed on Calendar",""
"SB440","02/17/16","H Read first time",""
"SB440","02/17/16","H Referred to Committee on Appropriations",""
"SB440","02/22/16","H Assigned App. sub: Higher Education",""
"SB440","02/29/16","H Subcommittee recommends reporting with amendment(s) (8-Y 0-N)","H0207V0014"
"SB440","02/29/16","H Committee substitute printed 16105859D-H1",""
"SB440","02/29/16","H Reported from Appropriations with substitute (21-Y 1-N)","H02V0124"
"SB440","03/02/16","H Read second time",""
"SB440","03/03/16","H Read third time",""
"SB440","03/03/16","H Committee substitute agreed to 16105859D-H1",""
"SB440","03/03/16","H Engrossed by House - committee substitute SB440H1",""
